,puma,ENG_prof_mf_t,ENG_prof_m,ENG_prof_f,NO_ENG_prof_mf_t,NO_ENG_prof_m,NO_ENG_prof_f
20,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,52.725541537729114,52.42396868413128,53.06156685119946,47.274458462270886,47.57603131586872,46.938433148800534
21,Orange County (Northeast)--Greater Newburgh City PUMA,51.90097259062776,52.70354257302673,51.17713004484305,48.09902740937223,47.29645742697328,48.82286995515695
22,Suffolk County (East) PUMA,67.52729870394938,70.22659406288425,63.784705309303455,32.472701296050616,29.773405937115754,36.215294690696545
23,Tompkins County PUMA,95.6442831215971,99.43661971830986,88.77551020408163,4.3557168784029034,0.5633802816901409,11.224489795918368
24,Monroe County (Central)--Rochester City (East) PUMA,54.599850411368735,62.13921901528013,48.663101604278076,45.400149588631265,37.86078098471987,51.33689839572193
25,Ontario & Yates Counties PUMA,67.53554502369668,68.796992481203,65.38461538461539,32.46445497630332,31.203007518796994,34.61538461538461
26,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA",42.51501236312257,48.04761543710668,37.689306262813304,57.48498763687743,51.952384562893315,62.310693737186696
27,Chautauqua County PUMA,63.26034063260341,39.411764705882355,80.08298755186722,36.73965936739659,60.588235294117645,19.91701244813278
28,Genesee & Orleans Counties PUMA,64.92146596858639,80.57971014492755,41.228070175438596,35.07853403141361,19.420289855072465,58.77192982456141
29,"NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest PUMA",48.568950563746746,47.43521946060286,49.93622448979592,51.431049436253254,52.56478053939715,50.06377551020408
30,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,59.41422594142259,85.07462686567165,49.41860465116279,40.58577405857741,14.925373134328357,50.58139534883721
31,Westchester County (Central)--White Plains City PUMA,62.88667687595713,68.28837508028259,57.96252927400468,37.11332312404288,31.71162491971741,42.03747072599532
32,Nassau County (Northwest)--North Hempstead Town (North) PUMA,69.18013165769,62.05555555555555,77.49675745784695,30.81986834230999,37.94444444444444,22.50324254215305
